supreme_case_number,supreme_case_link,appeals_case_number,appeals_case_link,source_type,verdict_date,decision_status
2022-145,https://island.is/s/haestirettur/akvardanir/2a0016fe-dda1-475f-82ec-92818bf9010b,397/2021,https://island.is/domar/g-eac398cd-300b-440f-99bd-a9a5042e1053,ákvörðun,16. janúar 2023,Hafnað
55/2022,https://island.is/domar/s-b3c849ea-3f94-4d30-a4eb-b842dd9141c0,384/2021,https://island.is/domar/g-e261ab07-7e29-4d11-af63-495664bde697,dóm,19. desember 2022,
2022-156,https://island.is/s/haestirettur/akvardanir/edd704b2-72db-4c5e-ac4c-9ed3808150b9,60/2022,https://island.is/domar/g-3272c686-6204-431d-94f0-065265a81828,ákvörðun,14. desember 2022,Samþykkt
6/2023,https://island.is/domar/s-645b99bd-114a-4e42-847d-43c0b341a276,60/2022,https://island.is/domar/g-3272c686-6204-431d-94f0-065265a81828,dóm,6. júní 2023,
2022-155,https://island.is/s/haestirettur/akvardanir/c9a7df38-aef8-44dc-8512-328da8e9c3bc,537/2021,https://island.is/domar/g-4961d1d3-c187-4554-9e4c-77b5338ef6d0,ákvörðun,21. desember 2022,Hafnað
2022-152,https://island.is/s/haestirettur/akvardanir/f7153697-7647-4e5c-89f8-e93f37bc91a1,515/2021,https://island.is/domar/g-ab13926c-081a-479e-9588-03c5d2eb24fe,ákvörðun,31. janúar 2023,Hafnað
2022-151,https://island.is/s/haestirettur/akvardanir/9e323cb7-441f-4400-af90-db08612d49da,514/2021,https://island.is/domar/g-dfd3e4c9-9248-4ec1-8a09-061bc004c071,ákvörðun,31. janúar 2023,Hafnað
2022-148,https://island.is/s/haestirettur/akvardanir/65b6b5b5-2cfa-4dc0-98b5-1885b431f5e2,480/2021,https://island.is/domar/g-83c6581b-a560-41d7-ae6d-514e62414c35,ákvörðun,10. janúar 2023,Hafnað
2022-157,https://island.is/s/haestirettur/akvardanir/de440146-edd4-4842-97fe-53207b8119cc,432/2021,https://island.is/domar/g-b760a276-3bee-4c7b-aa2c-31859115d868,ákvörðun,21. desember 2022,Hafnað
2022-154,https://island.is/s/haestirettur/akvardanir/8ef2316d-0f86-4e38-bcc6-9de60e0d9478,424/2021,https://island.is/domar/g-e0ca273b-17c2-47f0-b3fc-fac9a711833c,ákvörðun,23. janúar 2023,Hafnað
2022-153,https://island.is/s/haestirettur/akvardanir/e5648b4a-65f4-4f6d-a109-b9d4846a19fe,414/2021,https://island.is/domar/g-8f78ec57-28e7-4bf1-8eb8-9c70c27da5f7,ákvörðun,18. janúar 2023,Samþykkt
5/2023,https://island.is/domar/s-285e4dda-3554-486c-8249-456dc5c0adeb,414/2021,https://island.is/domar/g-8f78ec57-28e7-4bf1-8eb8-9c70c27da5f7,dóm,28. júní 2023,
2022-149,https://island.is/s/haestirettur/akvardanir/c9defef4-1bf1-4160-8efa-57a5d654d89f,324/2021,https://island.is/domar/g-838641cd-ffc9-4747-99ea-c4be763e3a7b,ákvörðun,10. janúar 2023,Hafnað
2022-150,https://island.is/s/haestirettur/akvardanir/698ccb12-8035-44f5-9226-50c21716b2ce,323/2021,https://island.is/domar/g-ddf30d1f-52b0-44da-8511-40a210b633ea,ákvörðun,10. janúar 2023,Hafnað
2022-137,https://island.is/s/haestirettur/akvardanir/ed171723-a433-42cc-82d2-ecefd90ce8ac,256/2021,https://island.is/domar/g-44afea23-5ef8-4a5c-8561-add4e4e2451e,ákvörðun,13. desember 2022,Hafnað
2022-142,https://island.is/s/haestirettur/akvardanir/830c72c8-7591-4fd5-ae39-28e5ff0882ba,558/2021,https://island.is/domar/g-e875d7c0-33c5-4e3b-bb3b-d0e10041648d,ákvörðun,10. janúar 2023,Samþykkt
4/2023,https://island.is/domar/s-0e0d7ea0-d78e-4354-978b-302b8d2761e5,558/2021,https://island.is/domar/g-e875d7c0-33c5-4e3b-bb3b-d0e10041648d,dóm,28. júní 2023,
2022-141,https://island.is/s/haestirettur/akvardanir/41504836-49a3-447e-9e64-d70fa91fd16a,557/2021,https://island.is/domar/g-27cc0bb1-96f1-4df9-8c5d-a3724adac742,ákvörðun,10. janúar 2023,Samþykkt
3/2023,https://island.is/domar/s-35264f71-4726-40d8-b937-9adcdee598cf,557/2021,https://island.is/domar/g-27cc0bb1-96f1-4df9-8c5d-a3724adac742,dóm,28. júní 2023,
2022-140,https://island.is/s/haestirettur/akvardanir/d169b1af-107e-456b-a23f-72c151c6404e,521/2021,https://island.is/domar/g-2cbd0bbe-08a0-456c-a293-6f866dd61f13,ákvörðun,10. janúar 2023,Samþykkt
2/2023,https://island.is/domar/s-484cb7c7-8844-4cfd-90ac-dc72684a5853,521/2021,https://island.is/domar/g-2cbd0bbe-08a0-456c-a293-6f866dd61f13,dóm,28. júní 2023,
2022-159,https://island.is/s/haestirettur/akvardanir/46755a8b-4cbb-4d05-8201-f0a6b023f138,501/2021,https://island.is/domar/g-9725a485-2732-477f-b04b-f7bc9f3c4206,ákvörðun,13. febrúar 2023,Samþykkt
11/2023,https://island.is/domar/s-d2f055e0-4032-4512-8614-fb0ba57cad19,501/2021,https://island.is/domar/g-9725a485-2732-477f-b04b-f7bc9f3c4206,dóm,4. október 2023,
2022-158,https://island.is/s/haestirettur/akvardanir/b16c70cf-1beb-4a2d-aa40-f37b6315775d,458/2021,https://island.is/domar/g-6fbc197c-ed62-4cfc-9110-68fa46dce8b1,ákvörðun,19. janúar 2023,Hafnað
2023-2,https://island.is/s/haestirettur/akvardanir/b79eb5ff-9605-469f-8a1e-d6c9d6dc71fc,357/2021,https://island.is/domar/g-7b13c43f-cf74-4329-bc10-09fd33a3de67,ákvörðun,24. janúar 2023,Hafnað
2022-163,https://island.is/s/haestirettur/akvardanir/6639519f-692a-4131-bd49-413960d1d323,119/2022,https://island.is/domar/g-26350b7d-54a8-4aba-8d83-555d70a1b2d9,ákvörðun,20. janúar 2023,Hafnað
2023-18,https://island.is/s/haestirettur/akvardanir/3fb2c1a7-bfc0-4d5a-a488-64aea82662b2,633/2021,https://island.is/domar/g-bc2b837e-9188-4e13-9bed-4fcb997ae837,ákvörðun,1. mars 2023,Hafnað
2022-164,https://island.is/s/haestirettur/akvardanir/23373445-f18b-4b44-9942-d5c68ff91cfb,619/2021,https://island.is/domar/g-557baa81-d90a-4cc3-88e9-a7a1a60a65f8,ákvörðun,18. janúar 2023,Hafnað
2022-160,https://island.is/s/haestirettur/akvardanir/ed5a7f91-26c4-4a19-b81c-910703a5350a,627/2022,https://island.is/domar/g-65741f01-9c23-459e-97df-ac8c48d6a594,ákvörðun,9. febrúar 2023,Hafnað
59/2022,https://island.is/domar/s-deaca233-f2ee-47ba-b2dc-fd9a706ce5ad,676/2022,https://island.is/domar/g-a81164bc-c6c4-41bc-8f82-1b4648802a32,dóm,5. janúar 2023,
2022-168,https://island.is/s/haestirettur/akvardanir/b4b54798-6307-434b-a353-f216d8795545,459/2021,https://island.is/domar/g-dc422347-343b-4256-8fb5-005bbe8fdbfa,ákvörðun,31. janúar 2023,Hafnað
2022-167,https://island.is/s/haestirettur/akvardanir/5e2facb6-6786-4aee-b04d-5a7fa4f239be,412/2021,https://island.is/domar/g-b03ee51a-8846-4e7b-beb2-c4ebb08116fb,ákvörðun,24. janúar 2023,Hafnað
2023-13,https://island.is/s/haestirettur/akvardanir/9de0b93b-a35b-41f5-afd7-a246dbbbe06a,758/2021,https://island.is/domar/g-26069cd7-7665-4895-8cf2-cee2ddde596a,ákvörðun,1. mars 2023,Hafnað
2022-165,https://island.is/s/haestirettur/akvardanir/19ad34ec-aa95-4b1a-b119-45629329a305,687/2021,https://island.is/domar/g-b9091241-0cc3-4fdf-bcbd-3692227c8c60,ákvörðun,9. febrúar 2023,Hafnað
2022-172,https://island.is/s/haestirettur/akvardanir/3383e39c-d71e-425f-945e-ee0615f4cd59,559/2021,https://island.is/domar/g-f5721169-e06e-4cd7-8b79-4ca8f56dbb01,ákvörðun,9. febrúar 2023,Samþykkt
9/2023,https://island.is/domar/s-e3c6851b-6c66-4a63-817e-9091bf557e21,559/2021,https://island.is/domar/g-f5721169-e06e-4cd7-8b79-4ca8f56dbb01,dóm,25. október 2023,
2023-1,https://island.is/s/haestirettur/akvardanir/989504e7-fcf6-4708-b440-852b065f14a8,721/2021,https://island.is/domar/g-e82fcd3e-1e85-4b81-8ce6-80a4398d05c1,ákvörðun,31. janúar 2023,Hafnað
2023-7,https://island.is/s/haestirettur/akvardanir/dd904173-5bb6-41ed-b8c3-48525b4726c6,606/2021,https://island.is/domar/g-ec33cf2a-d5ee-47c1-9dd8-0ee3c5885ab6,ákvörðun,17. febrúar 2023,Hafnað
2023-4,https://island.is/s/haestirettur/akvardanir/91f6b325-f5f7-46e9-bfb2-7ceedeebc441,555/2021,https://island.is/domar/g-fe3de6d0-91da-4f61-82f7-a3c63349a0b5,ákvörðun,17. febrúar 2023,Hafnað
2023-9,https://island.is/s/haestirettur/akvardanir/5cff4eb9-c6c2-4a9d-818c-748d5e868f4d,546/2021,https://island.is/domar/g-e0f503d0-1e47-492c-8833-c58ce1eea4c1,ákvörðun,24. febrúar 2023,Hafnað
2023-5,https://island.is/s/haestirettur/akvardanir/9ab191aa-176a-43bb-9ae8-89b31227ff3c,545/2021,https://island.is/domar/g-51b11d34-938d-4fb8-8681-a38c48cc285d,ákvörðun,13. febrúar 2023,Hafnað
2023-8,https://island.is/s/haestirettur/akvardanir/fd2d915e-4eaa-4781-aff9-aca3d83676c6,422/2022,https://island.is/domar/g-0b020ac2-f2d4-40b7-87ac-d3b09036987f,ákvörðun,13. febrúar 2023,Hafnað
2023-3,https://island.is/s/haestirettur/akvardanir/72833101-4968-46dc-bbd2-efadcfc0e360,304/2021,https://island.is/domar/g-48ba5b7b-2d5d-4503-b8e0-571096098ef0,ákvörðun,13. febrúar 2023,Hafnað
2023-14,https://island.is/s/haestirettur/akvardanir/97dca8d8-5830-4849-ba8e-7949e8317513,129/2022,https://island.is/domar/g-6d2fc700-20de-46e9-85d3-b13ddecc8760,ákvörðun,1. mars 2023,Hafnað
2022-169,https://island.is/s/haestirettur/akvardanir/154b9fb3-3da6-44ce-afff-0d3f6f343d9b,617/2022,https://island.is/domar/g-8d74f328-390a-480f-afe4-fbfb361e8cf8,ákvörðun,9. febrúar 2023,Samþykkt
10/2023,https://island.is/domar/s-79572c2c-3a0b-499e-8a06-ed5f034cd6c8,617/2022,https://island.is/domar/g-8d74f328-390a-480f-afe4-fbfb361e8cf8,dóm,6. júní 2023,
2022-171,https://island.is/s/haestirettur/akvardanir/58037bfb-f32b-4115-b022-7f3612791ae3,691/2022,https://island.is/domar/g-60972349-c608-4629-99a9-0876cf732504,ákvörðun,31. janúar 2023,Hafnað
2022-170,https://island.is/s/haestirettur/akvardanir/95340e1b-be8c-4620-806a-f17209bb5623,589/2022,https://island.is/domar/g-e65cfb1f-5476-4ee5-a53f-2976ac81a725,ákvörðun,13. febrúar 2023,Hafnað
2023-11,https://island.is/s/haestirettur/akvardanir/b2e81e80-6f0d-4622-a9b1-84140f11af5a,773/2021,https://island.is/domar/g-b518b2ec-92cd-4056-b613-ffcec0134dcd,ákvörðun,13. febrúar 2023,Hafnað
2023-10,https://island.is/s/haestirettur/akvardanir/53b6c7cd-94b6-4fab-97b0-a32398d42714,684/2021,https://island.is/domar/g-758508b6-70bd-4a30-b8db-360fd2f848ed,ákvörðun,13. mars 2023,Samþykkt
12/2023,https://island.is/domar/s-26478e3a-d826-427b-803d-be99a5187421,684/2021,https://island.is/domar/g-758508b6-70bd-4a30-b8db-360fd2f848ed,dóm,13. desember 2023,
2023-6,https://island.is/s/haestirettur/akvardanir/da2eb0c5-7d72-4389-ad24-0ce6c9753fca,599/2021,https://island.is/domar/g-8e368614-d078-4325-9289-605236474428,ákvörðun,17. febrúar 2023,Hafnað
1/2023,https://island.is/domar/s-ea76c4a2-5aa9-4d2c-a1fb-71c6032389e8,550/2021,https://island.is/domar/g-cba14aaf-58d2-4492-8887-f7a883a7bd30,dóm,7. febrúar 2023,
2023-23,https://island.is/s/haestirettur/akvardanir/986dcb35-1ace-4fd9-9fc6-71e73520fcd4,345/2022,https://island.is/domar/g-8606480c-9eb3-478e-aaf8-de6f3ffe2eec,ákvörðun,10. mars 2023,Hafnað
2023-12,https://island.is/s/haestirettur/akvardanir/de94dbfd-c028-4e21-8752-6c27035c68c9,616/2022,https://island.is/domar/g-34d22447-4ce2-4250-a55f-d389336913a8,ákvörðun,14. mars 2023,Hafnað
2023-17,https://island.is/s/haestirettur/akvardanir/886a468d-ccfe-4676-ae42-8072920c79a2,754/2022,https://island.is/domar/g-a9f02f04-b90c-4c4d-af5c-bab4e0473d77,ákvörðun,13. mars 2023,Hafnað
2023-15,https://island.is/s/haestirettur/akvardanir/cc1207aa-05ba-4dd6-baa5-eac4c2ccaf6a,813/2022,https://island.is/domar/g-8ac80b92-67a8-4b8e-ba33-fb79c561afc2,ákvörðun,10. febrúar 2023,Hafnað
2023-24,https://island.is/s/haestirettur/akvardanir/ecb306a5-a616-4406-8682-0779073bbe79,706/2021,https://island.is/domar/g-e39a64b7-1ba7-4a33-b6c5-a174f63280e1,ákvörðun,14. apríl 2023,Samþykkt
17/2023,https://island.is/domar/s-34e5d5ee-b160-4d9f-a868-df84ef3a8c68,706/2021,https://island.is/domar/g-e39a64b7-1ba7-4a33-b6c5-a174f63280e1,dóm,1. nóvember 2023,
2023-21,https://island.is/s/haestirettur/akvardanir/d4bd4693-cc66-4d63-b478-c9cdaa542e27,688/2021,https://island.is/domar/g-bc6a6b8e-d2b1-4219-8697-0c6b707fce9c,ákvörðun,24. mars 2023,Hafnað
2022-56,https://island.is/s/haestirettur/akvardanir/435c0955-2bf2-45c4-852d-23e28a41f07a,259/2021,https://island.is/domar/g-ef865691-e0e5-4912-af7b-5350112c306d,ákvörðun,27. maí 2022,Samþykkt
32/2022,https://island.is/domar/s-7ef37f85-f521-4f3a-bfb0-9ed9292fe575,259/2021,https://island.is/domar/g-ef865691-e0e5-4912-af7b-5350112c306d,dóm,16. nóvember 2022,
2023-22,https://island.is/s/haestirettur/akvardanir/bac296e6-8e7c-499b-b323-d95ae125ac14,259/2021,https://island.is/domar/g-ef865691-e0e5-4912-af7b-5350112c306d,ákvörðun,24. mars 2023,Samþykkt
13/2023,https://island.is/domar/s-582c9da1-3274-423d-a73b-7b8159e4de6c,259/2021,https://island.is/domar/g-ef865691-e0e5-4912-af7b-5350112c306d,dóm,1. nóvember 2023,
2023-19,https://island.is/s/haestirettur/akvardanir/709ee38b-4690-46a7-b867-af4b05c2c8d0,775/2022,https://island.is/domar/g-fa1b6139-b7ee-46d5-b588-dc85f38c2e58,ákvörðun,3. mars 2023,Hafnað
2023-25,https://island.is/s/haestirettur/akvardanir/41087c35-abed-4658-9fed-a25887fbff25,708/2021,https://island.is/domar/g-7787f4f1-6207-4908-ad35-d0540ad64898,ákvörðun,13. apríl 2023,Hafnað
2023-29,https://island.is/s/haestirettur/akvardanir/0a32fb49-6888-4882-a6de-c98307dede58,730/2021,https://island.is/domar/g-1870aae1-5d43-4095-a210-1d63e32aafce,ákvörðun,4. apríl 2023,Hafnað
2023-31,https://island.is/s/haestirettur/akvardanir/572d34eb-cbe2-4ac4-8fa1-84b7a7b45fc4,668/2021,https://island.is/domar/g-1138833f-81d4-433b-a9e2-5e1fdbe979f7,ákvörðun,13. apríl 2023,Hafnað
2023-27,https://island.is/s/haestirettur/akvardanir/2432e3c4-6c68-4974-a110-05c8ef76db18,454/2021,https://island.is/domar/g-75309f84-f752-4b64-9290-179728c568c2,ákvörðun,4. apríl 2023,Samþykkt
29/2023,https://island.is/domar/s-cf6d84f6-3428-47f4-88ef-7e778c0c0d70,454/2021,https://island.is/domar/g-75309f84-f752-4b64-9290-179728c568c2,dóm,19. febrúar 2024,
2023-26,https://island.is/s/haestirettur/akvardanir/cb6125e7-89b4-43dd-a02c-4e00ea342807,437/2021,https://island.is/domar/g-84cee92f-241d-4bae-b1d6-47968238ff43,ákvörðun,29. mars 2023,Hafnað
2023-30,https://island.is/s/haestirettur/akvardanir/4bdde16d-a0fe-4301-908d-1d68bc4dadc0,425/2021,https://island.is/domar/g-5eb22435-5fbd-4973-ad9b-f2949ed02497,ákvörðun,4. maí 2023,Samþykkt
19/2023,https://island.is/domar/s-242a9624-f41d-41cd-becb-974e7cf65958,425/2021,https://island.is/domar/g-5eb22435-5fbd-4973-ad9b-f2949ed02497,dóm,22. desember 2023,
2023-43,https://island.is/s/haestirettur/akvardanir/d24eb97f-f5b1-41d3-8e09-390331529710,13/2022,https://island.is/domar/g-4f1f6e7f-b79c-4747-bcdc-9d071e0705e3,ákvörðun,4. apríl 2023,Hafnað
2023-40,https://island.is/s/haestirettur/akvardanir/10b90a62-b6dc-44f0-9e4d-c55fb434f935,659/2021,https://island.is/domar/g-fe73152f-e266-4b6c-9da6-83712c158604,ákvörðun,4. maí 2023,Samþykkt
23/2023,https://island.is/domar/s-4e89599b-95e0-46b6-ae01-a3739ecbc1fd,659/2021,https://island.is/domar/g-fe73152f-e266-4b6c-9da6-83712c158604,dóm,27. mars 2024,
2023-39,https://island.is/s/haestirettur/akvardanir/458f15d0-25aa-4f31-b23b-7016654e425e,658/2021,https://island.is/domar/g-4f086e27-3205-4c5f-9141-7348589efb31,ákvörðun,4. maí 2023,Samþykkt
22/2023,https://island.is/domar/s-212e19ab-510c-47c2-88ad-717ff2870980,658/2021,https://island.is/domar/g-4f086e27-3205-4c5f-9141-7348589efb31,dóm,27. mars 2024,
2023-38,https://island.is/s/haestirettur/akvardanir/d45f6191-293a-44cf-81fb-d5d45b81dea0,657/2021,https://island.is/domar/g-9828a4fa-f01b-47b4-9d1e-530038bec34b,ákvörðun,4. maí 2023,Samþykkt
21/2023,https://island.is/domar/s-475b645b-2f4e-4915-92fc-b98b4d131c3b,657/2021,https://island.is/domar/g-9828a4fa-f01b-47b4-9d1e-530038bec34b,dóm,27. mars 2024,
2023-37,https://island.is/s/haestirettur/akvardanir/edd99269-420b-47c5-8fea-cc87b92387f4,656/2021,https://island.is/domar/g-78ef6020-c91e-47dc-8e34-4797bb971de1,ákvörðun,4. maí 2023,Samþykkt
20/2023,https://island.is/domar/s-65ac593a-5a7f-4d4e-8396-4322f309a0fd,656/2021,https://island.is/domar/g-78ef6020-c91e-47dc-8e34-4797bb971de1,dóm,27. mars 2024,
2023-35,https://island.is/s/haestirettur/akvardanir/04b0554c-156a-45f6-befb-86a49c4639a0,526/2021,https://island.is/domar/g-d8502f23-1a0e-4da7-b3ef-aa2321165b3e,ákvörðun,21. apríl 2023,Hafnað
2022-26,https://island.is/s/haestirettur/akvardanir/8e084cd7-4dc6-42e8-ba9f-d0dfd6971b43,510/2021,https://island.is/domar/g-9e370076-53d6-4477-a0f1-a9149df12e19,ákvörðun,1. apríl 2022,Samþykkt
22/2022,https://island.is/domar/s-016257de-47ce-4df0-889f-b1090226cac6,510/2021,https://island.is/domar/g-9e370076-53d6-4477-a0f1-a9149df12e19,dóm,2. nóvember 2022,
2023-33,https://island.is/s/haestirettur/akvardanir/8cfb9254-0992-47a0-ae94-915aec5a8bc3,510/2021,https://island.is/domar/g-9e370076-53d6-4477-a0f1-a9149df12e19,ákvörðun,21. apríl 2023,Samþykkt
18/2023,https://island.is/domar/s-4aebefe8-f1bb-44f5-b4b0-91f6963e9f2c,510/2021,https://island.is/domar/g-9e370076-53d6-4477-a0f1-a9149df12e19,dóm,22. desember 2023,
2023-32,https://island.is/s/haestirettur/akvardanir/c5acfad2-0170-4c43-b534-b5b9f1ef39ab,467/2022,https://island.is/domar/g-39fe9bea-8e99-4ac9-84ab-2f3090383360,ákvörðun,13. apríl 2023,Samþykkt
16/2023,https://island.is/domar/s-f0f719f7-ef97-4df4-9601-b45aa3cbdb08,467/2022,https://island.is/domar/g-39fe9bea-8e99-4ac9-84ab-2f3090383360,dóm,1. nóvember 2023,
2023-36,https://island.is/s/haestirettur/akvardanir/35e152b4-c4de-4b5f-937c-f5cf7d3d6756,456/2021,https://island.is/domar/g-f579076f-4484-4e90-b174-a9424d042d8b,ákvörðun,5. maí 2023,Hafnað
2023-42,https://island.is/s/haestirettur/akvardanir/55c4ca8e-d085-422c-a5a3-26b561619100,324/2022,https://island.is/domar/g-db27c6cb-df7a-4046-ac3b-2ed7418c97d6,ákvörðun,5. maí 2023,Hafnað
2023-44,https://island.is/s/haestirettur/akvardanir/c2c4dc41-9adb-4616-a553-6e89bf438c2f,799/2021,https://island.is/domar/g-3a6137f6-fc37-4f53-8b93-52706f1302fd,ákvörðun,9. maí 2023,Samþykkt
25/2023,https://island.is/domar/s-e37333a0-1c80-4924-97df-b4a6133e1eb2,799/2021,https://island.is/domar/g-3a6137f6-fc37-4f53-8b93-52706f1302fd,dóm,29. desember 2023,
2023-34,https://island.is/s/haestirettur/akvardanir/d2b40e05-a4df-42eb-a0ff-f924b2f0cc8a,663/2021,https://island.is/domar/g-a9df6cc4-6cdd-4366-b7f6-463b1647c432,ákvörðun,21. apríl 2023,Hafnað
2023-45,https://island.is/s/haestirettur/akvardanir/f4177f1a-c70a-48b5-9f4d-d25d2381dc5a,577/2022,https://island.is/domar/g-884203de-fae6-4387-b0a7-f9c5d989dc29,ákvörðun,31. maí 2023,Hafnað
2023-64,https://island.is/s/haestirettur/akvardanir/8e37ba45-8977-4bc7-8360-de1380254d46,140/2022,https://island.is/domar/g-2acd9ce6-a0c9-45c3-95e2-47264a42ffe5,ákvörðun,31. maí 2023,Samþykkt
27/2023,https://island.is/domar/s-00975cf2-1640-45ea-8a08-44bee5c5aa43,140/2022,https://island.is/domar/g-2acd9ce6-a0c9-45c3-95e2-47264a42ffe5,dóm,13. mars 2024,
2023-41,https://island.is/s/haestirettur/akvardanir/83d3ffd3-bbc9-4385-83f0-621678330c00,731/2021,https://island.is/domar/g-624bca5d-5809-4548-a43d-6b93db6af3cd,ákvörðun,2. maí 2023,Hafnað
2023-47,https://island.is/s/haestirettur/akvardanir/fb2a4dac-2eac-4551-8f3a-67f5869bdec2,158/2022,https://island.is/domar/g-d081989a-e312-42d8-a16d-a35375ef7b08,ákvörðun,2. maí 2023,Hafnað
2023-46,https://island.is/s/haestirettur/akvardanir/46d7be64-7eac-48d4-971c-81d116ccfd18,85/2023,https://island.is/domar/g-559fa701-ad91-46f7-94bc-4818d5999a4b,ákvörðun,5. maí 2023,Hafnað
2023-51,https://island.is/s/haestirettur/akvardanir/d0151a83-dbd2-4f5b-a384-aa5373372c21,752/2021,https://island.is/domar/g-95073570-0956-4d6d-925f-c27e153a3a20,ákvörðun,23. maí 2023,Hafnað
2023-48,https://island.is/s/haestirettur/akvardanir/777b2045-b514-4b9c-bbb0-08d240c3d16e,30/2023,https://island.is/domar/g-ff55dc3b-790b-4922-bf8a-a0c8388475de,ákvörðun,23. maí 2023,Samþykkt
26/2023,https://island.is/domar/s-466ad104-111f-46f5-9a4e-d00827ee6746,30/2023,https://island.is/domar/g-ff55dc3b-790b-4922-bf8a-a0c8388475de,dóm,28. júní 2023,
2023-54,https://island.is/s/haestirettur/akvardanir/1234f1f0-632a-4b50-b7ec-c1891b615703,744/2021,https://island.is/domar/g-af7664fd-18a2-4383-b1a7-390d2601ac95,ákvörðun,16. júní 2023,Hafnað
2023-56,https://island.is/s/haestirettur/akvardanir/72b58b50-36a4-471d-a946-cac171610061,662/2021,https://island.is/domar/g-c38f150f-8cd0-42d1-b87e-64a936a7644a,ákvörðun,31. maí 2023,Hafnað
2023-55,https://island.is/s/haestirettur/akvardanir/2fe3c729-4db8-4440-8f4e-87ba4ca678ec,601/2021,https://island.is/domar/g-4493d0ab-0efd-41d4-bb0e-bae273ec6e78,ákvörðun,25. maí 2023,Hafnað
2023-66,https://island.is/s/haestirettur/akvardanir/183985fa-0f3b-4238-800e-7a5a62bf2035,348/2022,https://island.is/domar/g-df0e1189-83e9-4663-95b1-92ea99c99e63,ákvörðun,31. maí 2023,Hafnað
2023-50,https://island.is/s/haestirettur/akvardanir/cdb5507d-5d10-4c1b-a81b-d304ff740971,84/2022,https://island.is/domar/g-8894867c-d690-4780-93b8-50d386a42b6f,ákvörðun,2. maí 2023,Hafnað
2023-58,https://island.is/s/haestirettur/akvardanir/8408865d-b0b6-4268-a6b3-1556371ee03e,753/2021,https://island.is/domar/g-f5e79d29-cf57-4dd9-b0ca-a1501c7b5cac,ákvörðun,16. júní 2023,Hafnað
2023-57,https://island.is/s/haestirettur/akvardanir/ef6f8ed7-47bf-469e-a565-02f9c9de2db3,686/2021,https://island.is/domar/g-cd92b25e-fbb7-4aec-b42c-d89a7c43fddb,ákvörðun,16. júní 2023,Hafnað
2023-60,https://island.is/s/haestirettur/akvardanir/b4e06514-cf4b-4026-a544-840ac4a51a53,207/2022,https://island.is/domar/g-97cde6db-fb7d-480c-88ac-ee1293bcea1e,ákvörðun,16. júní 2023,Samþykkt
30/2023,https://island.is/domar/s-4b6b3aad-8759-401c-9e64-1a1c0141e65a,207/2022,https://island.is/domar/g-97cde6db-fb7d-480c-88ac-ee1293bcea1e,dóm,6. mars 2024,
2023-53,https://island.is/s/haestirettur/akvardanir/9495281f-371c-442e-97ed-901bc6bad349,174/2023,https://island.is/domar/g-0b173025-97ec-42b7-829c-53763df3445f,ákvörðun,23. maí 2023,Hafnað
2023-63,https://island.is/s/haestirettur/akvardanir/1c7c8253-e0ba-45f1-a9bf-830c24736b15,518/2021,https://island.is/domar/g-10110e88-56b3-40b1-9e00-f4b48149936c,ákvörðun,22. júní 2023,Hafnað
